Ad ID,Car Name,Make,Model,Year,KM's driven,Price,Fuel,Registration city,Car documents,Assembly,Transmission,Condition,Seller Location,Description,Car Features
1080872624,Santro Club GV Power Window,Hyundai,Santro,2005,95000,850000,Petrol,Lahore,Original,Local,Manual,Used,"Nespak Scheme Phase 3, Lahore","A beautiful good condition 2005 Santro is up for sale. Power Window, Engine Suspension 100% ok, Inside total genuine, outside side showered for fresh look. Smooth drive vehicle. Alloy rim, good tyres, Ac/Heater ok. Lahore registered, All original documents return file available, Lifetime token paid. 
Only serious buyer may contact.","Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Front Speakers, Keyless Entry, Power Locks, Power Windows, USB and Auxillary Cable"
1080851084,Yaris hatchback for sale,Toyota,Yaris,2021,63000,4950000,Petrol,Unregistered,Original,Imported,Automatic,Used,"Allama Iqbal Road, Lahore","Toyota Yaris hatch
Model: 2021
Import: 2023
Package: X
Mileage: 63k km
Color: Super White

Features:
Push start
Keyless entry
Traction control
Radar
Lane assistance
Parking sensors
Multimedia steering
Retractable mirrors","ABS, Air Bags, Air Conditioning, AM/FM Radio, Cruise Control, Front Speakers, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Steering Switches, USB and Auxillary Cable"
1080421215,Every 2012 Registration 2017 Full Genuine.,Suzuki,Every,2012,123898,1500000,Petrol,Karachi,Original,Imported,Automatic,Used,"Gulistan-e-Jauhar Block 18, Karachi","2012 / 17 Every Full bumper to bumper Genuine ha , original engine ha , Ac , Heater sab working condition m ha . Final 15 lacs only , For contact: ","ABS, Air Bags, Air Conditioning, Power Locks, Power Mirrors, Power Steering, Power Windows"
1078897659,Suzuki Wagon R VXL 2019 model,Suzuki,Wagon R,2019,45000,2450000,Petrol,Lahore,Original,Local,Manual,Used,"Johar Town, Lahore","Wagonr VXL
2019 model
Lahore register
Total Genion Car
Power windows
power steering
Alloy rims
Tyres condition Good
Enjine suspension Transmission Ac 100% perfect
Body wise No work required
No enjine work required
Just buy and drive
For More details Call or Whatsapp","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Cassette Player, Cool Box"
1080557920,Wegon R vxl,Suzuki,Wagon R,2021,50000,2790000,Petrol,Islamabad,Original,Local,Manual,Used,"Wah Cantt, Wah","Wegon R vxl 
model 2021
good condition
no accident","Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Front Speakers, Power Locks, Power Steering, USB and Auxillary Cable"
1080137642,santro club 2006,Hyundai,Santro,2006,230000,875000,Petrol,Sindh,Original,Local,Manual,Used,"Kanganpur, Kasur",no work just buy and deriv,"Air Conditioning, AM/FM Radio, Front Speakers, Power Locks, Rear speakers, USB and Auxillary Cable"
1079444643,City 1.3 prosmetic 2020,Honda,City IVTEC,2020,75150,3780000,Petrol,Punjab,Original,Imported,Automatic,Used,"Bosan Road, Multan","Date of purchase Dec. 2020, Authorized dealership maintained. All original documents are complete. 2 original keys. Complete service details available. Totally driven on petrol. No call/SMS will be answered after office hours. As good as a brand new car.  Brand new tires installed. 100% engine 100% suspension. Original Book is available. Price is slightly negotiable. All taxes paid. Exchange option can be considered with Vezel. yeh bhi likhna peraa shashka party don't sms or call. price is final","ABS, Air Conditioning, AM/FM Radio, CD Player, Front Speakers, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows, Steering Switches"
1080574546,mira 2 door,Daihatsu,Mira,2013,135000,1700000,Petrol,Karachi,Original,Imported,Automatic,Used,"Shahra-e-Faisal, Karachi",good condition just buy n drive,"ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Cassette Player, DVD Player, Front Speakers, Power Locks, Power Steering, Rear speakers"
1079864084,Move 2013/16,Daihatsu,Move,2013,75000,2580000,Petrol,Lahore,Original,Imported,Automatic,Used,"Model Town Extension, Lahore","Move 2013/16
Neat and clean condition
2nd owner
Full option
No work required 
Good average 
Price is little negotiable 
No foolish offers please","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, Front Speakers, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear AC Vents, Rear speakers, Rear Camera, USB and Auxillary Cable"
1080729120,honda city,Honda,City Aspire,2013,100000,2350000,Petrol,Islamabad,Original,Imported,Manual,Used,"Jinnah Colony, Rawalpindi",honda city 2013 mdl chat digi orignal baki shower hy no accident only fresh look k liye shower krai hy gari main koi kam nai hy just buy and drive,"Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, DVD Player, Front Speakers, Navigation System, Power Mirrors, Power Steering, Power Windows"
1078884871,Suzuki Bolan,Suzuki,Bolan,2014,59000,780000,Petrol,Sindh,Original,Local,Manual,Used,"Korangi, Karachi","SALAM
 HIGHROOF 2014
 EURO2 SEALED ENGINE
 NEW BATTERY
 NEW TYRES
 NEW SEPAKER
 NEW SEATS PAPERS
 ALL CLERAD PLUS TAX ALSO UPTO 2023 JUST BUY ND DRIVE DEMAND 870 CALL ME (View phone number) THANKS",AM/FM Radio
1079614386,cultus vxri power window,Suzuki,Cultus VXR,2009,74000,1080000,Petrol,Karachi,Original,Local,Manual,Used,"Scheme 33 - Sector 15-A, Karachi",good condition just new drive orginal condition both new tires ac working new sound system orginal through out petrol only,"Air Conditioning, AM/FM Radio, CD Player, Cassette Player, Power Windows, Rear AC Vents, Rear speakers, USB and Auxillary Cable"
1080609083,Honda City Aspire 1.5 i-VTEC 2015,Honda,City Aspire,2015,77000,2660000,Petrol,Karachi,Original,Local,Manual,Used,"Qayyumabad, Karachi","Honda City Aspire 1.5 (Manual Transmission)
Tax paid till December 2023
Second owner
Milage is 77,000 km
Own Engine sealed/soundless, pristine condition
Excellent smooth Suspension
Inside 100% original
Outside some touchups due to scratches
Non accidental car
Child Ac/heater
Lcd back camera
Abs Break
Adjustable and Electric Power Stearing
Power windows
Power mirrors
Central locking
Fog lamp
Alloy Rims
Dunlop tyres installed in Good Condition
Just Buy and Drive
All documents clear
Transfer mandatory
Price is slightly negotiable","ABS, Air Conditioning, Alloy Rims, AM/FM Radio, Front Speakers, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear Camera"
1080558875,HONDA CITY 2006 FOR SALE,Honda,City IDSI,2006,186542,1665000,Petrol,Lahore,Original,Local,Manual,Used,"Mustafa Town, Lahore",Honda city 2006 original documents token update alloy wheels yokohama tyer fit engine smooth drive outer sides shower all in side original sires buyer call me plz,"Air Conditioning, Alloy Rims"
1080806314,Suzuki Swift 2021,Suzuki,Swift,2021,35000,3250000,Petrol,Lahore,Original,Local,Automatic,Used,"Nazimabad 4, Karachi","Suzuki Swift 2021,
immaculate condition, family used car just like new. 
super white. 
chilled AC
on my name. 
price is slightly negotiable. 
serious buyers only.","ABS, Air Conditioning, Alloy Rims, Front Speakers, Power Locks, Power Steering, Power Windows, Rear speakers"
1080316049,HONDA CITY 2006,Honda,City Vario,2006,12345,1550000,Petrol,Karachi,Original,Local,Automatic,Used,"DHA Phase 4, Karachi","VERY WELL MAINTAINED CAR
SILVER COLOR 
CHILLED AC
FRESH LOOK
2 OR 3 PIECE TOUCHUP
ALLOY RIM
OWN POWERFULL ENGINE 
POWER WINDOW
NO WORK REQUIRED 
JUST BUY AND DRIVE","Air Conditioning, Alloy Rims, CD Player, Power Locks, Power Steering, Power Windows"
1080883772,Bumper to Bumper Original 2005 Santro Executive(power steering/window),Hyundai,Santro,2005,85000,1140000,Petrol,Lahore,Original,Local,Manual,Used,"DHA Defence, Lahore","SALAAM. 
Get ready guyz I am putting on the market my dec 2004 model 2005 registered Hyundai Santro encompassing traits like 
** Executive model
** Company fitted power window. . power steering
**. Original engine which Gives and immaculate fuel consumption of 16-17km/L. . 
Bumper to Bumper Original condition(100% confirmed) 
** company fitted and AC""(chilled AC) cng never installed 
**Third owner car. own name
** 13"" new tyres and original Caps
**Original leather poshish
Minor 1-2 dry dents but never accidented or painted
original intact engine
All electric sensors woking perfectly
engine and suspension in almost 100% condition 
only serious customers are requested to call","Air Conditioning, AM/FM Radio, CD Player, Power Mirrors, Power Steering, Power Windows, Rear speakers, USB and Auxillary Cable"
1078420313,Hyundai santro 2007,Hyundai,Santro,2007,148000,1060000,Petrol,Lahore,Original,Local,Manual,Used,"Sabzazar, Lahore","Hi
i am selling 
¶=Hyundai santro exec 2007
¶=color black
¶=power window
¶=power stearing
¶=70% original paint
¶=awesome condition
¶=company fitted CNG 
¶=original Documents
¶=Alloy rim tubeless tyre
urgent sale only serious buyer contact me 
0323/4/5/4/6/0/3/5","Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Front Speakers, Keyless Entry, Power Steering, Power Windows, Rear speakers, USB and Auxillary Cable"
1080780859,Honda city Aspire 1.5MT,Honda,City Aspire,2018,160000,4200000,Petrol,Islamabad,Original,Local,Manual,Used,"Blue Area, Islamabad","Honda City Aspire 1.5MT Model 2018, color White, super excellent condition , No accident , single hand driven by executive officer , 100% company maintained , islamabad registered, original document, first hand, love to have it.","ABS, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, DVD Player, Front Speakers, Immobilizer Key, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, Rear Camera, Steering Switches, USB and Auxillary Cable"
1080149263,Suzuki Ravi for sale.,Suzuki,Ravi,2008,5000,445000,Petrol,Karachi,Original,Local,Manual,Used,"Baldia Town, Karachi","Used intercity only for light weight deliveries, kept with utmost care with timely oil changes and services.",CD Player
1080850576,Honda city Affordable 10/10 car,Honda,City IDSI,2001,99999,1060000,Petrol,Lahore,Original,Local,Manual,Used,"Manga - Raiwind Road, Raiwind","just buy and drive
10/10 condition. 
urgent sale","Air Conditioning, AM/FM Radio, DVD Player, Front Speakers, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, USB and Auxillary Cable"
1079122096,Suzuki bolan bahar se tayar hai,Suzuki,Bolan,2015,85000,590000,Petrol,Multan,Original,Local,Manual,Used,"Mohlanwal, Lahore",book file original alloy rim body ka kam hone wala hai token clear roat or pasing shot hai 2021 se chatt or seat sath nai mile gi,"Alloy Rims, AM/FM Radio"
1072411638,home use car ha achi halt me ha bilkul fit,Hyundai,Santro,2007,50000,850000,Petrol,Sindh,Original,Imported,Manual,Used,"Airport Enclave, Islamabad",3345154198,Power Locks
1077337747,Suzuki cultus limited edition model 2016 original gunmettalic,Suzuki,Cultus VXR,2016,70000,1600000,Petrol,Karachi,Original,Local,Manual,Used,"Gulshan-e-Iqbal, Karachi",Suzuki cultus limited edition model 2016 original gunmettalic only 72000 kms petrol driven manual transmission fully powered cd player chilled ac brand new radial tyres alloy rims driven by lady doctor just like new only fr cultus lovers who are seeking fr a good car must see it then talk no sms entertained only calls attended,"Air Conditioning, Alloy Rims, AM/FM Radio, CD Player"
1077074777,suzuki bolan 2015 new condition,Suzuki,Bolan,2015,50000,900000,Petrol,Multan,Original,Imported,Manual,Used,"Sant Nagar, Lahore",All ok ha koi kam nai honay wala abhi new tyres dalway ha is number par call karay,Power Steering
1080809300,Alto vxr 1000cc,Suzuki,Alto,2004,19488,800000,CNG,Abbottabad,Original,Local,Manual,Used,"Jhangi Syedan, Abbottabad","2004 model. . 
Abbottabad number. . 
inner genuin outer shower. . 
main accident ni ha. . 
Cng petrol both working. . 
just buy and drive. .","Air Conditioning, AM/FM Radio, Front Speakers, Power Locks, Rear speakers"
1080825116,suzuki mehran vxr total genuine all clear documents life time tokan,Suzuki,Mehran VXR,2014,94696,950000,Petrol,Faisalabad,Original,Local,Manual,Used,"Katchery Bazar, Faisalabad","accembly original 
total genuine 
documents clear
All ok urgent sale",Air Conditioning
1080938705,car ok ha koi b Kam ni hony Wala ha03061111836,Hyundai,Santro,2006,100655,1200000,Petrol,Faisalabad,Original,Imported,Automatic,Used,"Ghulam Mohammad Abad, Faisalabad",car bohat hi achi halat ha faimly use ha car,DVD Player
1079988492,Daihatsu hijet 2012 2017 full original 03128926517,Daihatsu,Hijet,2012,123456,1415000,Petrol,Karachi,Original,Imported,Automatic,Used,"Garden West, Karachi","Daihatsu hijet full original achi candition me hi 
one seld pawar full sund Les engine ok hi 
 fast oner c. p. l. c cliyr 
sub chiz ak hi lo aur chalao 
. . . note is namber per rabta kare. . . . 
0//3//1//2//8//9//2//6//5//1//7//","Air Bags, DVD Player, Power Locks, Power Steering, Steering Switches"
1080674990,Arjant sell rabeta Nambar 03135997572,Suzuki,Bolan,2013,65000,730000,CNG,Karachi,Original,Imported,Manual,Used,"Kas Koroona, Mardan",2013 model Karchi Nambar,AM/FM Radio
1080610580,mira 2020 model,Daihatsu,Mira,2020,65000,3100000,Petrol,Punjab,Original,Imported,Automatic,Used,"Buch Executive Villas, Multan",mira 2020 model import 2022 ki ha contact on,"ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, DVD Player, Front Speakers, Power Locks, Power Steering, Power Windows, USB and Auxillary Cable"
1080773025,FAW X-PV silver colour for sale. Used by Family (one hand).,FAW,X-PV,2016,88000,840000,Petrol,Lahore,Original,Imported,Manual,Used,"Chatha Bakhtawar, Islamabad","FAW X-PV silver colour. 
10/10 condition.","Air Bags, Air Conditioning, Power Steering"
1080318829,Honda Civic 2013,Honda,Civic Oriel,2013,77000,3525000,Petrol,Punjab,Original,Local,Automatic,Used,"Others, Faisalabad","-Neat and Clean Home Used

-Engine Perfect, ABS Perfect, Ac and Heater Perfect plus

-Engine Oil recently Change

-Maintenance by Honda Fsd
-Tyers 75% recently Changed

-2 keys available plus guide book

-Originally Number Plate available

-My own name

-Tracker installed

-Pakwheel inception Report available

-Just by and Drive no work Required Authorized dealership maintained. 

-Alloy Rims. Original Book is available. 

-Original return file is available. 

-Non accidental. Fitted with new tires. 

-All token taxes are paid to date. 

-Engine is good condition. 

-Petrol driven, 

-CNG never installed.","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Cool Box, Climate Control, Front Speakers, Front Camera, Heated Seats, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear Seat Entertainment, Rear AC Vents, Rear speakers, Rear Camera, Steering Switches, USB and Auxillary Cable"
1080711314,suzuki alto,Suzuki,Alto,2004,55000,630000,CNG,Karachi,Original,Local,Manual,Used,"Behar Colony, Karachi","suzuki alto model 2004 Genuine condition to piece touch up return file all document clear contct
0
3
1
2
2
6
9
6
2
3
2",Alloy Rims
1080775189,Altis 2018,Toyota,Corrolla Altis,2018,55000,4350000,Petrol,Karachi,Original,Local,Automatic,Used,"Saddar, Karachi",family used car 3 to 4 piece minor touchup.,"ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player"
1080617135,Swift DLX,Suzuki,Swift,2012,80000,1650000,Petrol,Karachi,Original,Imported,Manual,Used,"Saadi Town, Karachi",Chilled Ac suspension 100% android penal installed comfortable drive no work required just buy and drive,"ABS, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Cruise Control, Climate Control, Front Speakers, Power Locks, Power Mirrors, Power Windows, Rear AC Vents, Rear speakers, Rear Camera, Steering Switches, USB and Auxillary Cable"
1080818161,car for sale,Toyota,Corrolla Altis,2013,180000,3000000,Petrol,Lahore,Original,Local,Automatic,Used,"Babar Colony, Rawalpindi",toyota corolla alti 1.6 cruistonic,"ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Cruise Control, Climate Control, DVD Player, Front Speakers, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, Rear Camera, Sun Roof, USB and Auxillary Cable"
1080789279,Suzuki cultus 2007 efi for sale in attock,Suzuki,Cultus VXR,2007,83000,900000,Petrol,Lahore,Original,Local,Manual,Used,"Kamra, Attock","Condition A1
CNG fitted
Ac /heater working","Air Conditioning, AM/FM Radio"
1080734257,EXCHANGE WITH CAR,Toyota,Corolla GLI,2010,12345,1999999,Petrol,Karachi,Original,Imported,Manual,Used,"North Nazimabad, Karachi","“CHANCE DEAL FOR INVESTER” 

“EXCHANGE WITH CAR POSSIBLE ”

“GULSHAN-E-ALI MUHAMMAD“

100 GHAZ PLOT FOR SALE
NEXT TO CORNER. 
Demand 2O LAKH PLOT PER 1ROOM AUR ADHA ROOM BANA HUA HAI BONDARY WALL HAI PLOT PER

• KE LIGHT AVAILABLE. 

• SEVERAGE  LINE AVAILABLE. 

• 80% ABADI HAI. 

•MASJID . 

• SCHOOL . 

• MADARSA . 

• MARKETS
ARE AVAILABLE 

• SINDH BOARD OFF REVEUE DEPARTMENT ARE APPROVED. 

• MDA APPROVED 

• DEMAND : 2O LAC

ADDRESS:

TAISER TOWN SECTOR 36 F LIYARI EXPRESS 
QUEETA  MAMA HOTEL TANKI STOP LERP PROJECT KARACHI. 

FOR VISIT & INFORMATION CONTACT:

CALL:
0,3,4,5,2,0,4,6,0,6,1

WHATSAPP:
0,3,1,5,3,9,8,7,0,6,9",Alloy Rims
1078983517,Honda city 2021 white,Honda,City IVTEC,2021,16709,4325000,Petrol,Punjab,Original,Local,Manual,Used,"Others, Bahawalpur",Honda city 2021 model lush condition just like brand new bumper to bumper orignal just 16000 km driven 100 percent orignal honda dealership mantaind u can verified from honda bahawalpur. on my personal ownership.,"ABS, Air Bags, Air Conditioning, AM/FM Radio, CD Player, Cool Box, DVD Player, Front Speakers, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear Seat Entertainment, Rear Camera, Steering Switches, USB and Auxillary Cable"
1080897041,hi roof 2006 full original,Suzuki,Bolan,2006,50000,550000,Petrol,Karachi,Original,Imported,Manual,Used,"Gulshan-e-Iqbal Town, Karachi",Assalam o alikum mn  apni hi roof sell Kara rah hon full original  hy under aur bhair sy,AM/FM Radio
1080817727,Toyota Corolla Xli,Toyota,Corolla XLI,2007,166000,1900000,Petrol,Lahore,Original,Local,Manual,Used,"Ghang Road, Sheikhüpura","auto window
minor touchups","Alloy Rims, AM/FM Radio, CD Player, DVD Player, Power Locks, Power Steering, Power Windows, Rear Camera"
1080862240,coure 2006 good condition total genuine,Daihatsu,Cuore,2006,12345,695000,Petrol,Karachi,Original,Imported,Manual,Used,"Navy Housing Scheme Karsaz Phase-2, Karachi","my coure car 2006 modal manual good condition 
inner and outer genuine. 
outer some touch up . 
good average 17/18 . 
new battery
ac working. 
new tyre . 
","Air Conditioning, Alloy Rims, AM/FM Radio"
1079084802,Honda Civic 17 model totel orignal,Honda,Civic Oriel,2017,83000,5000000,Petrol,Lahore,Original,Local,Automatic,Used,"Cantt, Sialkot",honda civic 17 model totel orignal home use car no work just buy and drive average city 13 long pa 15 dealer dealer add sa dor raha,"ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Cruise Control, DVD Player, Front Speakers, Front Camera, Navigation System, Power Steering, Power Windows, Rear AC Vents, Rear speakers, Rear Camera, Sun Roof, USB and Auxillary Cable"
1080784055,honda city Aspire 1.5 Auto genuine,Honda,City IVTEC,2016,82000,3600000,Petrol,Lahore,Original,Local,Automatic,Used,"Ittifaq Town, Lahore","Honda city aspire, 2016 late model, total genuine guaranteed, genuine mileage, all documents original and complete. . engine e suspension 100%. .","ABS, Alloy Rims, AM/FM Radio, CD Player, Front Camera, Keyless Entry, Power Locks, Power Steering, Rear Camera, USB and Auxillary Cable"
1080115600,bolan for sale 03080077505,Suzuki,Bolan,2008,123456,650000,Petrol,Lahore,Original,Local,Manual,Used,"DG Khan Road, Muzaffargarh","bolan for sale
   ",AM/FM Radio
1080744803,Changan Karvaan Base Model 2021,Changan,Karvaan,2021,33000,2350000,Petrol,Lahore,Original,Local,Automatic,Used,"Shah Kamal, Lahore","Bumper to Bumper genuine. 
1st owner (bio-matric)
two original keys available. 
original meter reading. 
guard's installed.","Air Bags, Air Conditioning, AM/FM Radio, Front Speakers, Rear AC Vents, USB and Auxillary Cable"
1080661850,santro clube for sale,Hyundai,Santro,2005,50000,925000,Petrol,Faisalabad,Original,Local,Manual,Used,"Faisalabad, Punjab","santro clube 2005 modal 
neat and clean
original documents 
Faisalabad registration
Alloy rims 
AC wgaira sab ok hai 
urgent sale please contact me 
Gari meray naam pay hai jis Bhai nay Leni hai wo he rabta karay. 
chaska walay bhaiyon say mazrat","Air Conditioning, Alloy Rims, AM/FM Radio, DVD Player, Power Steering, Rear AC Vents, Rear speakers"
1079620508,Total Genuine jst normal Bumper toching,Honda,City IVTEC,2006,62000,1850000,Petrol,Karachi,Original,Imported,Automatic,Used,"Rahimyar Khan, Punjab",honda City 2006 model auto total genuine  jst normal burmper touchig,Power Windows
1079606924,Honda City EXi S 2003,Honda,City IDSI,2003,90000,1150000,Petrol,Sindh,Original,Local,Manual,Used,"Harley Street, Rawalpindi","Honda City 2003 EXIS
Will be Sold in first Reasonable Offer
Car is in extra ordinary Condition
Accident Free, Seal to Seal
All function are working
Karachi register
1300cc Engine with manual transmission and suspension
are in perfect condition. 
Inner condition is all most new
Outer condition is also very good accept few touch ups. 
(Pictures attached)
Chilled Ac
Run throughout on patrol
Good Fuel consumption (11-13)
Trouble free car ready to go anywhere
Power windows & power Staring","Air Conditioning, AM/FM Radio, CD Player, Front Speakers, Power Steering, Power Windows, Rear speakers, USB and Auxillary Cable"
1079405139,Honda city,Honda,City IDSI,2005,180000,1450000,Petrol,Sindh,Original,Local,Manual,Used,"Wazirabad Road, Sialkot","Honda city 2005
Engine condition all of good
Average long root 16/17 km
Alloy rim install
Total car paint shower
Car all condition is Excellent
Ac is all good chill mal
full details on call","Alloy Rims, AM/FM Radio, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear Camera, USB and Auxillary Cable"
1080770780,Honda city( 03005130276),Honda,City IVTEC,2019,50000,4300000,Petrol,Islamabad,Original,Imported,Manual,Used,"Askari 14, Rawalpindi",Non accidental. lush condition car,"ABS, Alloy Rims, Front Speakers, Front Camera, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear Camera, Steering Switches"
1080801559,Suzuki Cultus VXRi 2008 Good Condition,Suzuki,Cultus VXR,2008,97000,890000,Petrol,Faisalabad,Original,Local,Manual,Used,"Canal Bank Housing Scheme, Lahore","Home Used Car 
Chat Pillar Geniune
Never Involved Any Major Acc Granted 
Sides Shower For Fresh Look 
100% Ok Engine/Suspension 
All Complete Documents 
Biometric Available / Just Buy And Drive 
New Tyres just 2 month Use 

Kindly Call No time For Messages

0/3/2/0/7/5/5/0/0/0/1","Air Conditioning, AM/FM Radio"
1080627211,xli 2007 modal,Toyota,Corolla XLI,2007,14582,1680000,Petrol,Peshawar,Original,Imported,Manual,Used,"Pir Pai Road, Nowshera",xli 2007 peshawer rag My own name shower under da roof chill ac best quality tyres alloy rim New model lcd installed and back camera also everything suspension ok just buy and drive cell,Alloy Rims
1080627945,every daba in good condition faimly use tuching in some pieces,Suzuki,Every,2011,85000,1350000,Petrol,Lahore,Original,Imported,Automatic,Used,"Dharampura, Lahore",I m selling a every best for long routs,"Air Bags, Air Conditioning, Cassette Player, Power Steering"
1080444340,chevrolet exclusive good condition 0.3. 4.5. 4.0. 9.6. 2.0. 0,Chevrolet,Exclusive,2003,1000,550000,Petrol,Lahore,Original,Imported,Manual,Used,"Bahria Town, Lahore","good engine
good suspension
ac/heater working
original documents
mostly jeniun
urgent sale
o3454o962oo",Air Conditioning
1080708678,suzuki Bolan 2021 model,Suzuki,Bolan,2021,10000,1920000,Petrol,Islamabad,Original,Local,Manual,Used,"Rawal Road, Rawalpindi","Suzuki Bolan
*Model 2021
*Registered Islamabad 
*Home use neat & Clean car
*First Owner 
*Petrol  Working
*Outer Total Geniune  
*Inner total Geniune 
*New Tyers 
*Engine 100%
*suspension 100%
*Mechanical 100%
*All Original  Documents Clear 
*Biometric available
*Non Accidental                                   
*Not a single Work Required 
*Just Buy & Drive
*Demand 19,20,000
''CALL FOR FURTHER DETAILS'
      Whatsapp & Call 0321/5610/522","Alloy Rims, Rear speakers, Rear Camera, USB and Auxillary Cable"
1079571013,alto Japan 2005,Suzuki,Alto,2005,198500,1050000,Petrol,Karachi,Original,Imported,Automatic,Used,"Gulshan-e-Iqbal Town, Karachi",alto,"ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Cassette Player, Climate Control, Front Speakers, Power Locks, Power Steering, Power Windows, Rear speakers, USB and Auxillary Cable"
1080525946,Honda Civic Rebirth,Honda,Civic Prosmetic,2014,80000,4000000,Petrol,Islamabad,Original,Local,Automatic,Used,"Askari 14, Rawalpindi","2014 model 
Total genuine 
isb number 
scratch less
immaculate condition.","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Cruise Control, Climate Control, DVD Player, Front Speakers, Heated Seats, Immobilizer Key, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Sun Roof, Steering Switches, USB and Auxillary Cable"
1077959713,Suzuki mehran vxr 20/12/2013,Suzuki,Mehran VXR,2012,85000,750000,Petrol,Karachi,Original,Local,Manual,Used,"North Nazimabad, Karachi","asalam o alikum
I am selling my car Suzuki vxr mehran eruo  very good condition 1first oner instead is full genuine outside is shower for good looking     new tires   water dripping engean suspension is 100%ok   every thing is okay No work required  feull evarige is 17 km far letter in city in HIV is 20km far letter very good feull evrage  New better instead one year warranty      CPLC CLEAR
ORIGNAL FILE NO PLATES TIKKLI TEX ALL CLEAR 
all ducomint is orignal menpicharing is in 2012 registration is in 20/12/2013 I want Alto 21+22 model exchange I available with new model Alto 21+22 thanks for your attention",USB and Auxillary Cable
1080746780,SUZUKI ALTO VXR URJENT SALE,Suzuki,Alto,2011,128000,824000,Petrol,Karachi,Original,Local,Manual,Used,"Bahadurabad, Karachi","SUZUKI ALTO (MODEL 2010). . . (REGISTER 2011) VXR CNG. . . 
SECOND OWNER CAR. . . 
INSIDE FULL ORIGINAL 100%. . . OUTSIDE 2/3pcs SPRAY FOR FRESH LOOK. . . REST FULL ORIGINAL. . . CHILLED AC. . . OWN POWERFUL ENGINE. . . AXEL N SUSPENSION ALL GOOD. . . ALL GADGET'S IN WORKING CONDITION. . . NEW DRY BATTERY. . . TYRES IN GOOD CONDITION. . . COMPLETE DOCUMENTS. . . ACLC/CPLC ALL CLEAR. . . 
JUST BUY N DRIVE. . . PRICE SLIGHTLY NEGOTIABLE ON SPOT WITH TOKEN MONEY. . 

CONTACT NO:[ZER03FOUR6TWO7SIX9EIGHT6EIGHT]","Air Conditioning, AM/FM Radio, Front Speakers, USB and Auxillary Cable"
1080732267,sazuki swift for sale,Suzuki,Swift,2013,165500,1825000,Petrol,Lahore,Original,Local,Manual,Used,"Model Town Extension, Lahore","Sazuki swift for sale koi kam nhi hony wala buy and drive Suzuki Swift 13 model Manual 0/3/2/2-4/2/1/9 /7/0/7 
Available in Best Home used Condition
Available in Lahore model twon","ABS, Alloy Rims, AM/FM Radio, CD Player, Front Speakers, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear Seat Entertainment, Rear speakers, Rear Camera, USB and Auxillary Cable"
1080689758,Suzuki alto vxr,Suzuki,Alto,2004,10000,770000,Petrol,Rawalpindi,Original,Local,Manual,Used,"British Homes Colony, Islamabad",home used car efi engine japani vagonR installed new battery suspension ok no mechanical work required 17 to 18 average in local areas Alloy Rims just buy and drive life time token power windows,"Air Conditioning, Alloy Rims, AM/FM Radio, Cassette Player, Front Speakers, Power Windows, USB and Auxillary Cable"
